#,Country,Total Cases,New Cases,,,,,,,,,,,,,,,,
21,Colombia,"6,306,552",,"141,769",,"6,133,785",,"30,998",342,"122,427","2,752","36,519,532","708,941","51,512,762",South America,8,363,1,,,602
22,Poland,"6,274,048",,"117,456",,"5,335,948",,"820,644","3,086","166,245","3,112","37,281,812","987,865","37,739,785",Europe,6,321,1,,,"21,745"
23,Portugal,"5,480,864",,"25,008",,"5,385,968",,"69,888",61,"540,489","2,466","44,951,343","4,432,822","10,140,570",Europe,2,405,0,,,"6,892"
24,Ukraine,"5,096,397",,"108,955",,"4,963,578","+2,313","23,864",177,"117,994","2,523","19,521,252","451,963","43,192,122",Europe,8,396,2,,,553
25,Austria,"5,079,700",,"20,713",,"4,987,148",,"71,839",47,"560,258","2,285","197,281,493","21,758,884","9,066,710",Europe,2,438,0,,,"7,923"
26,Greece,"4,875,215",,"33,010",,"4,821,401","+5,200","20,804",115,"472,559","3,200","92,282,015","8,944,971","10,316,637",Europe,2,313,0,,,"2,017"
27,Malaysia,"4,833,008",,"36,357",,"4,772,630",,"24,021",55,"145,656","1,096","64,514,156","1,944,306","33,181,072",Asia,7,913,1,,,724
28,DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia,5,"351,225",,,,
29,Thailand,"4,679,022",+351,"32,739",+10,"4,639,886",+801,"6,397","1,496","66,769",467,"17,270,775","246,450","70,078,203",Asia,15,"2,141",4,5,0.1,91
30,Israel,"4,657,765",,"11,687",,"4,638,574",,"7,504",101,"499,439","1,253","41,373,364","4,436,346","9,326,000",Asia,2,798,0,,,805
31,Chile,"4,610,353",,"61,085",,"4,533,047",,"16,221",128,"239,496","3,173","45,020,155","2,338,686","19,250,195",South America,4,315,0,,,843
32,Belgium,"4,525,931",,"32,647",,"4,447,395","+1,136","45,889",48,"387,883","2,798","35,517,610","3,043,946","11,668,278",Europe,3,357,0,,,"3,933"
33,Canada,"4,233,468",,"44,992",,"4,122,433","+2,978","66,043",99,"110,280","1,172","64,928,884","1,691,366","38,388,419",North America,9,853,1,,,"1,720"
34,Peru,"4,141,410",,"216,514",,"3,912,187","+2,198","12,709",152,"122,948","6,428","35,066,735","1,041,044","33,684,208",South America,8,156,1,,,377
35,Czechia,"4,095,484","+4,735","41,039",,"4,034,513","+2,445","19,932",38,"381,444","3,822","56,194,328","5,233,814","10,736,784",Europe,3,262,0,441,,"1,856"
36,Switzerland,"4,067,621",,"14,177",,"4,007,173","+2,175","46,271",48,"463,619","1,616","22,259,921","2,537,137","8,773,637",Europe,2,619,0,,,"5,274"
37,South Africa,"4,017,788",,"102,169",,"3,909,265",,"6,354",192,"66,130","1,682","26,174,429","430,811","60,756,135",Africa,15,595,2,,,105
38,Philippines,"3,940,201",,"62,819",,"3,840,300",,"37,082",644,"35,021",558,"32,741,834","291,015","112,508,994",Asia,29,"1,791",3,,,330
39,Romania,"3,262,909",,"66,981",,"3,173,317",,"22,611",128,"171,449","3,520","25,037,926","1,315,616","19,031,335",Europe,6,284,1,,,"1,188"
40,Denmark,"3,107,554",,"7,039",,"3,091,408",,"9,107",,"532,576","1,206","128,368,078","21,999,859","5,834,950",Europe,2,829,0,,,"1,561"
41,Sweden,"2,583,370",,"20,147",,"2,546,326",+306,"16,897",18,"252,801","1,972","18,940,798","1,853,494","10,218,971",Europe,4,507,1,,,"1,653"
42,Iraq,"2,459,249",,"25,352",,"2,433,199",,698,21,"58,324",601,"19,239,264","456,286","42,164,965",Asia,17,"1,663",2,,,17
